OrderID,OrderLine,OrderDate,ProductID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,Revenue,COGS,ShippingCost,VariableSalesCost,TotalCost,Profit,CustomerSegment,SalesChannel
SO-202601-023283,3,2026-01-14,1037,3,42.63,0.0801,127.90,10.25,117.65,69.56,6.25,7.18,82.98,34.67,Enterprise,Online
SO-202601-023284,1,2026-01-20,1030,8,29.38,0.0932,235.03,21.92,213.12,121.05,9.33,16.62,147.00,66.11,Enterprise,Direct Sales
SO-202601-023285,1,2026-01-25,1035,4,22.47,0.0366,89.87,3.29,86.58,44.12,7.80,6.23,58.15,28.43,Small Business,Direct Sales
SO-202601-023286,1,2026-01-18,1008,1,612.93,0.0249,612.93,15.25,597.68,454.07,8.70,32.87,495.64,102.04,Small Business,Online
SO-202601-023287,1,2026-01-20,1022,3,164.43,0.0482,493.30,23.80,469.51,298.95,23.62,30.52,353.10,116.41,Small Business,Partner
SO-202601-023288,1,2026-01-07,1029,3,75.90,0.0552,227.69,12.56,215.13,142.87,5.32,13.98,162.18,52.95,Mid-Market,Partner
SO-202601-023289,1,2026-01-22,1029,3,75.23,0.0493,225.70,11.13,214.57,140.69,7.10,11.80,159.59,54.98,Mid-Market,Online
SO-202601-023290,1,2026-01-17,1050,1,17.39,0.0367,17.39,0.64,16.75,7.07,5.10,1.21,13.37,3.38,Small Business,Direct Sales
SO-202601-023290,2,2026-01-17,1035,3,22.47,0.0450,67.40,3.03,64.37,33.29,7.10,4.63,45.02,19.34,Small Business,Direct Sales
SO-202601-023291,1,2026-01-17,1019,2,154.42,0.0529,308.85,16.35,292.50,190.49,28.00,16.09,234.58,57.92,Mid-Market,Online
SO-202601-023292,1,2026-01-02,1044,1,19.26,0.0400,19.26,0.77,18.49,8.34,5.10,1.02,14.46,4.03,Small Business,Online
SO-202601-023292,2,2026-01-02,1013,3,638.07,0.0349,1914.20,66.76,1847.44,1351.36,31.50,101.61,1484.47,362.97,Small Business,Online
SO-202601-023293,1,2026-01-01,1024,3,121.82,0.0830,365.47,30.33,335.14,209.66,27.72,20.44,257.83,77.31,Enterprise,Online
SO-202601-023294,1,2026-01-20,1045,2,40.09,0.0706,80.19,5.66,74.53,37.59,5.02,4.55,47.15,27.38,Enterprise,Online
SO-202601-023294,2,2026-01-20,1028,3,255.90,0.0786,767.69,60.34,707.35,531.24,6.25,43.15,580.63,126.71,Enterprise,Online
SO-202601-023295,1,2026-01-06,1016,1,223.10,0.0465,223.10,10.37,212.73,144.77,24.50,15.32,184.58,28.15,Small Business,Direct Sales
SO-202601-023295,2,2026-01-06,1041,1,70.57,0.0454,70.57,3.21,67.36,36.02,5.10,4.85,45.97,21.39,Small Business,Direct Sales
SO-202601-023296,1,2026-01-09,1049,1,102.52,0.0346,102.52,3.55,98.97,55.64,5.10,5.44,66.19,32.79,Small Business,Online
SO-202601-023297,1,2026-01-06,1026,3,27.59,0.0356,82.78,2.95,79.83,44.16,7.10,4.39,55.66,24.17,Small Business,Online
SO-202601-023298,1,2026-01-02,1023,1,133.63,0.0470,133.63,6.29,127.34,78.03,18.38,8.28,104.69,22.65,Small Business,Partner
SO-202601-023299,1,2026-01-04,1044,2,19.69,0.0431,39.39,1.70,37.69,16.75,5.70,2.07,24.53,13.16,Mid-Market,Online
SO-202601-023300,1,2026-01-18,1011,2,1113.21,0.0755,2226.42,167.98,2058.43,1690.46,8.71,160.56,1859.73,198.70,Enterprise,Direct Sales
SO-202601-023300,2,2026-01-18,1028,2,257.60,0.0800,515.21,41.23,473.98,356.63,5.63,36.97,399.23,74.75,Enterprise,Direct Sales
SO-202601-023301,1,2026-01-02,1037,1,43.58,0.0205,43.58,0.89,42.68,23.11,5.70,2.35,31.16,11.52,Small Business,Online
SO-202601-023302,1,2026-01-26,1050,2,17.49,0.0572,34.99,2.00,32.99,14.25,4.28,2.14,20.67,12.32,Mid-Market,Partner
SO-202601-023303,1,2026-01-27,1025,5,34.90,0.0391,174.52,6.83,167.69,98.43,8.50,12.07,119.00,48.69,Small Business,Direct Sales
SO-202601-023303,2,2026-01-27,1050,2,17.32,0.0389,34.65,1.35,33.30,14.29,5.70,2.40,22.38,10.92,Small Business,Direct Sales
SO-202601-023304,1,2026-01-10,1028,10,257.43,0.0596,2574.27,153.50,2420.76,1758.00,9.00,157.35,1924.35,496.42,Mid-Market,Partner
SO-202601-023305,1,2026-01-18,1020,1,337.53,0.0612,337.53,20.65,316.88,222.16,24.50,17.43,264.09,52.79,Mid-Market,Online
SO-202601-023306,1,2026-01-13,1046,2,134.37,0.0392,268.74,10.52,258.21,165.19,5.70,14.20,185.09,73.12,Small Business,Online
SO-202601-023306,2,2026-01-13,1027,3,92.52,0.0407,277.57,11.31,266.27,178.43,7.10,14.64,200.18,66.09,Small Business,Online
SO-202601-023307,1,2026-01-14,1014,1,810.04,0.0269,810.04,21.80,788.24,589.13,24.50,43.35,656.99,131.25,Small Business,Online
SO-202601-023308,1,2026-01-03,1019,1,154.71,0.0545,154.71,8.43,146.28,95.64,24.50,10.53,130.67,15.61,Mid-Market,Direct Sales
SO-202601-023309,1,2026-01-19,1048,3,34.49,0.0279,103.48,2.89,100.59,48.22,6.30,7.24,61.76,38.83,Small Business,Direct Sales
SO-202601-023310,1,2026-01-19,1013,1,639.04,0.0481,639.04,30.75,608.28,455.69,18.38,39.54,513.61,94.68,Small Business,Partner
SO-202601-023311,1,2026-01-20,1037,10,42.91,0.0767,429.14,32.93,396.21,231.59,9.00,25.75,266.35,129.87,Mid-Market,Partner
SO-202601-023312,1,2026-01-18,1043,2,59.74,0.0420,119.49,5.01,114.48,57.61,5.70,6.30,69.61,44.87,Mid-Market,Online
SO-202601-023313,1,2026-01-31,1027,10,91.99,0.0240,919.95,22.09,897.86,591.26,12.00,49.38,652.65,245.21,Small Business,Online
SO-202601-023314,1,2026-01-17,1006,1,191.41,0.0407,191.41,7.80,183.62,129.81,6.52,11.94,148.27,35.35,Small Business,Partner
SO-202601-023315,1,2026-01-26,1005,1,337.18,0.0598,337.18,20.16,317.03,234.08,8.70,17.44,260.22,56.81,Mid-Market,Online
SO-202601-023316,1,2026-01-02,1008,2,624.69,0.0887,1249.38,110.83,1138.55,917.28,6.53,80.84,1004.65,133.90,Enterprise,Partner
SO-202601-023316,2,2026-01-02,1038,3,50.63,0.0889,151.90,13.51,138.39,75.36,4.16,9.83,89.34,49.05,Enterprise,Partner
SO-202601-023317,1,2026-01-09,1045,1,40.26,0.0740,40.26,2.98,37.28,18.76,3.82,2.42,25.01,12.27,Mid-Market,Partner
SO-202601-023317,2,2026-01-09,1025,5,34.53,0.0582,172.66,10.06,162.60,98.07,6.38,10.57,115.01,47.59,Mid-Market,Partner
SO-202601-023317,3,2026-01-09,1050,1,17.25,0.0551,17.25,0.95,16.30,7.10,3.82,1.06,11.99,4.31,Mid-Market,Partner
SO-202601-023318,1,2026-01-03,1047,5,80.73,0.0822,403.67,33.19,370.48,230.71,6.60,22.60,259.91,110.56,Enterprise,Online
SO-202601-023318,2,2026-01-03,1038,2,49.78,0.0776,99.56,7.73,91.83,50.43,5.02,5.60,61.05,30.78,Enterprise,Online
SO-202601-023319,1,2026-01-29,1025,2,34.53,0.0342,69.06,2.36,66.70,39.00,6.40,3.67,49.07,17.63,Small Business,Online
SO-202601-023320,1,2026-01-25,1040,3,80.77,0.0801,242.30,19.40,222.90,129.31,5.54,17.39,152.24,70.66,Enterprise,Direct Sales
SO-202601-023321,1,2026-01-17,1025,1,34.76,0.0496,34.76,1.72,33.03,19.55,4.28,2.15,25.98,7.06,Small Business,Partner
SO-202601-023321,2,2026-01-17,1009,1,913.51,0.0459,913.51,41.89,871.62,725.66,6.52,56.66,788.84,82.78,Small Business,Partner
SO-202601-023322,1,2026-01-19,1032,1,122.10,0.0284,122.10,3.47,118.64,73.17,5.70,6.52,85.40,33.24,Small Business,Online
SO-202601-023322,2,2026-01-19,1033,4,40.22,0.0416,160.88,6.69,154.19,83.64,7.80,8.48,99.92,54.27,Small Business,Online
SO-202601-023322,3,2026-01-19,1004,2,1823.98,0.0300,3647.96,109.60,3538.37,2936.45,9.90,194.61,3140.96,397.41,Small Business,Online
SO-202601-023323,1,2026-01-23,1041,1,70.78,0.0308,70.78,2.18,68.60,36.03,5.10,3.77,44.90,23.69,Small Business,Online
SO-202601-023323,2,2026-01-23,1033,4,40.15,0.0291,160.59,4.67,155.92,83.84,7.80,8.58,100.21,55.71,Small Business,Online
SO-202601-023324,1,2026-01-31,1050,3,17.66,0.0294,52.99,1.56,51.43,21.38,6.30,2.83,30.51,20.92,Small Business,Online
SO-202601-023324,2,2026-01-31,1027,10,91.64,0.0373,916.39,34.14,882.25,599.06,12.00,48.52,659.58,222.67,Small Business,Online
SO-202601-023325,1,2026-01-14,1025,2,34.93,0.0767,69.85,5.35,64.50,39.21,5.63,3.93,48.78,15.72,Enterprise,Online
SO-202601-023326,1,2026-01-08,1025,5,35.14,0.0282,175.72,4.96,170.76,97.08,8.50,9.39,114.97,55.79,Small Business,Online
SO-202601-023327,1,2026-01-26,1031,2,144.74,0.0506,289.48,14.64,274.85,179.95,6.40,19.79,206.14,68.71,Mid-Market,Direct Sales
SO-202601-023328,1,2026-01-17,1001,1,1347.33,0.0430,1347.33,57.92,1289.40,1038.50,8.70,70.92,1118.12,171.29,Mid-Market,Online
SO-202601-023328,2,2026-01-17,1036,4,31.42,0.0619,125.68,7.78,117.90,65.23,7.80,6.48,79.52,38.39,Mid-Market,Online
SO-202601-023329,1,2026-01-05,1034,4,165.20,0.0523,660.81,34.59,626.22,399.08,7.80,34.44,441.32,184.89,Mid-Market,Online
SO-202601-023330,1,2026-01-13,1018,1,184.83,0.0293,184.83,5.41,179.42,116.86,24.50,12.92,154.28,25.14,Small Business,Direct Sales
SO-202601-023331,1,2026-01-11,1026,3,27.66,0.0458,82.97,3.80,79.16,43.87,7.10,5.70,56.67,22.49,Small Business,Direct Sales
SO-202601-023331,2,2026-01-11,1035,1,22.58,0.0386,22.58,0.87,21.71,10.97,5.70,1.56,18.23,3.48,Small Business,Direct Sales
SO-202601-023332,1,2026-01-06,1050,1,17.35,0.0416,17.35,0.72,16.63,7.12,5.10,0.91,13.14,3.49,Mid-Market,Online
SO-202601-023333,1,2026-01-10,1030,10,29.48,0.0513,294.78,15.12,279.66,151.67,9.00,18.18,178.85,100.81,Small Business,Partner
SO-202601-023333,2,2026-01-10,1045,1,39.95,0.0424,39.95,1.70,38.26,18.76,3.82,2.49,25.08,13.18,Small Business,Partner
SO-202601-023334,1,2026-01-09,1044,2,19.54,0.0568,39.08,2.22,36.86,16.79,4.28,2.40,23.46,13.40,Mid-Market,Partner
SO-202601-023334,2,2026-01-09,1010,3,659.76,0.0599,1979.29,118.55,1860.74,1456.33,8.32,120.95,1585.60,275.14,Mid-Market,Partner
SO-202601-023335,1,2026-01-24,1048,1,34.92,0.0530,34.92,1.85,33.07,16.05,5.10,1.82,22.97,10.10,Mid-Market,Online
SO-202601-023335,2,2026-01-24,1015,1,446.71,0.0550,446.71,24.56,422.15,298.64,24.50,23.22,346.36,75.79,Mid-Market,Online
SO-202601-023335,3,2026-01-24,1041,2,71.72,0.0431,143.44,6.18,137.26,72.17,5.70,7.55,85.42,51.84,Mid-Market,Online
SO-202601-023336,1,2026-01-10,1042,3,154.77,0.0307,464.31,14.26,450.04,271.00,6.30,24.75,302.05,147.99,Small Business,Online
SO-202601-023336,2,2026-01-10,1048,1,34.48,0.0300,34.48,1.03,33.44,16.02,5.10,1.84,22.96,10.48,Small Business,Online
SO-202601-023337,1,2026-01-01,1038,1,50.17,0.0472,50.17,2.37,47.80,25.17,3.82,3.11,32.10,15.70,Small Business,Partner
SO-202601-023338,1,2026-01-02,1030,5,29.91,0.0793,149.54,11.86,137.68,76.31,7.48,8.40,92.19,45.50,Enterprise,Online
SO-202601-023339,1,2026-01-05,1027,2,91.80,0.0578,183.59,10.62,172.98,120.15,6.40,9.51,136.06,36.91,Mid-Market,Online
SO-202601-023340,1,2026-01-30,1040,1,81.25,0.0289,81.25,2.35,78.91,43.18,5.10,4.34,52.62,26.29,Small Business,Online
SO-202601-023341,1,2026-01-28,1002,1,1031.61,0.0498,1031.61,51.40,980.20,781.77,8.70,53.91,844.38,135.83,Mid-Market,Online
SO-202601-023341,2,2026-01-28,1022,1,161.91,0.0540,161.91,8.74,153.18,99.10,24.50,8.42,132.02,21.15,Mid-Market,Online
SO-202601-023342,1,2026-01-30,1006,2,195.61,0.0475,391.22,18.60,372.62,262.44,9.90,26.83,299.17,73.46,Mid-Market,Direct Sales
SO-202601-023342,2,2026-01-30,1033,2,40.65,0.0483,81.31,3.93,77.38,41.75,6.40,5.57,53.72,23.66,Mid-Market,Direct Sales
SO-202601-023342,3,2026-01-30,1041,5,70.41,0.0491,352.06,17.30,334.77,181.21,7.50,24.10,212.81,121.95,Mid-Market,Direct Sales
SO-202601-023343,1,2026-01-13,1004,1,1856.71,0.0480,1856.71,89.10,1767.61,1462.17,8.70,97.22,1568.09,199.52,Mid-Market,Online
SO-202601-023344,1,2026-01-17,1009,1,936.66,0.0454,936.66,42.48,894.18,729.00,6.52,58.12,793.64,100.54,Small Business,Partner
SO-202601-023345,1,2026-01-30,1025,1,34.99,0.0274,34.99,0.96,34.03,19.69,5.70,2.45,27.84,6.19,Small Business,Direct Sales
SO-202601-023346,1,2026-01-08,1030,5,29.44,0.0553,147.18,8.13,139.05,75.28,8.50,10.01,93.80,45.25,Mid-Market,Direct Sales
SO-202601-023346,2,2026-01-08,1025,2,34.60,0.0587,69.20,4.06,65.14,39.47,6.40,4.69,50.56,14.58,Mid-Market,Direct Sales
SO-202601-023346,3,2026-01-08,1013,1,646.86,0.0632,646.86,40.88,605.98,455.33,24.50,43.63,523.46,82.52,Mid-Market,Direct Sales
SO-202601-023347,1,2026-01-20,1041,3,70.97,0.0325,212.91,6.92,205.98,108.12,6.30,11.33,125.75,80.24,Small Business,Online
SO-202601-023348,1,2026-01-04,1045,4,40.17,0.0376,160.69,6.04,154.65,75.40,6.90,8.51,90.81,63.84,Small Business,Online
SO-202601-023349,1,2026-01-17,1044,2,19.37,0.0394,38.74,1.52,37.21,16.57,5.70,2.05,24.31,12.90,Small Business,Online
SO-202601-023350,1,2026-01-01,1026,3,27.81,0.0511,83.43,4.26,79.17,43.85,7.10,5.70,56.65,22.51,Mid-Market,Direct Sales
SO-202601-023350,2,2026-01-01,1042,1,152.25,0.0508,152.25,7.74,144.51,89.76,5.10,10.40,105.26,39.25,Mid-Market,Direct Sales
SO-202601-023351,1,2026-01-01,1025,2,34.43,0.0587,68.86,4.04,64.82,38.96,6.40,4.67,50.03,14.79,Mid-Market,Direct Sales
SO-202601-023352,1,2026-01-26,1039,2,92.86,0.0523,185.72,9.72,176.01,101.44,4.28,11.44,117.15,58.86,Small Business,Partner
SO-202601-023353,1,2026-01-19,1032,3,123.41,0.0518,370.23,19.18,351.05,219.62,7.10,25.28,251.99,99.06,Mid-Market,Direct Sales
SO-202601-023354,1,2026-01-10,1038,1,50.36,0.0738,50.36,3.72,46.64,25.13,3.82,3.03,31.99,14.65,Mid-Market,Partner
SO-202601-023355,1,2026-01-23,1026,10,28.13,0.0507,281.28,14.25,267.02,147.80,12.00,14.69,174.49,92.54,Mid-Market,Online
SO-202601-023356,1,2026-01-01,1046,3,130.70,0.0239,392.09,9.37,382.71,245.22,6.30,21.05,272.57,110.14,Small Business,Online
SO-202601-023357,1,2026-01-06,1001,1,1320.01,0.0339,1320.01,44.76,1275.24,1041.25,8.70,91.82,1141.76,133.48,Small Business,Direct Sales
SO-202601-023358,1,2026-01-16,1029,5,77.01,0.0244,385.05,9.39,375.66,236.89,8.50,20.66,266.05,109.61,Small Business,Online
SO-202601-023359,1,2026-01-12,1050,5,17.37,0.0535,86.84,4.65,82.20,35.80,7.50,4.52,47.82,34.38,Mid-Market,Online
SO-202601-023360,1,2026-01-09,1033,8,40.02,0.0427,320.20,13.67,306.52,167.10,10.60,16.86,194.56,111.97,Mid-Market,Online
SO-202601-023361,1,2026-01-21,1027,3,92.77,0.0894,278.32,24.88,253.44,180.35,6.25,19.77,206.36,47.07,Enterprise,Direct Sales
SO-202601-023362,1,2026-01-16,1030,2,30.02,0.0468,60.04,2.81,57.23,30.30,6.40,4.12,40.82,16.41,Small Business,Direct Sales
SO-202601-023363,1,2026-01-13,1023,1,133.68,0.0387,133.68,5.17,128.51,78.18,24.50,7.07,109.75,18.77,Small Business,Online
SO-202601-023363,2,2026-01-13,1032,4,122.12,0.0342,488.47,16.71,471.76,295.50,7.80,25.95,329.24,142.52,Small Business,Online
SO-202601-023364,1,2026-01-15,1027,3,91.73,0.0593,275.19,16.31,258.88,179.25,7.10,14.24,200.59,58.29,Mid-Market,Online
SO-202601-023364,2,2026-01-15,1004,2,1855.64,0.0478,3711.28,177.32,3533.96,2942.48,9.90,194.37,3146.75,387.22,Mid-Market,Online
SO-202601-023365,1,2026-01-11,1043,2,60.67,0.0397,121.33,4.82,116.51,57.93,5.70,6.41,70.04,46.47,Small Business,Online
SO-202601-023365,2,2026-01-11,1050,1,17.58,0.0265,17.58,0.47,17.11,7.11,5.10,0.94,13.16,3.96,Small Business,Online
SO-202601-023366,1,2026-01-31,1027,3,90.20,0.0626,270.60,16.93,253.67,179.47,5.32,16.49,201.28,52.39,Mid-Market,Partner
SO-202601-023367,1,2026-01-29,1026,4,28.09,0.0708,112.36,7.96,104.40,58.98,6.86,6.37,72.21,32.19,Enterprise,Online
SO-202601-023368,1,2026-01-30,1012,1,228.12,0.0297,228.12,6.78,221.34,140.51,8.70,12.17,161.38,59.95,Small Business,Online
SO-202601-023368,2,2026-01-30,1040,1,81.17,0.0275,81.17,2.24,78.94,43.20,5.10,4.34,52.65,26.29,Small Business,Online
SO-202601-023369,1,2026-01-14,1011,1,1119.91,0.0325,1119.91,36.43,1083.48,851.33,8.70,59.59,919.62,163.86,Small Business,Online
SO-202601-023370,1,2026-01-16,1011,3,1127.73,0.0353,3383.19,119.33,3263.86,2536.25,11.10,179.51,2726.86,537.00,Small Business,Online
SO-202601-023370,2,2026-01-16,1034,3,165.27,0.0400,495.80,19.85,475.95,300.80,7.10,26.18,334.07,141.88,Small Business,Online
SO-202601-023371,1,2026-01-29,1028,3,252.30,0.0257,756.90,19.44,737.46,531.71,7.10,40.56,579.37,158.10,Small Business,Online
SO-202601-023372,1,2026-01-18,1001,1,1315.63,0.0547,1315.63,72.02,1243.61,1040.77,8.70,68.40,1117.87,125.75,Mid-Market,Online
SO-202601-023373,1,2026-01-27,1001,1,1319.03,0.0599,1319.03,78.95,1240.08,1029.82,6.52,80.61,1116.95,123.13,Mid-Market,Partner
SO-202601-023374,1,2026-01-13,1026,5,27.36,0.0281,136.81,3.85,132.97,73.57,8.50,7.31,89.38,43.58,Small Business,Online
SO-202601-023374,2,2026-01-13,1039,1,90.15,0.0245,90.15,2.21,87.93,49.90,5.10,4.84,59.83,28.10,Small Business,Online
SO-202601-023375,1,2026-01-23,1014,1,833.33,0.0990,833.33,82.48,750.85,594.55,16.17,53.31,664.03,86.82,Enterprise,Partner
SO-202601-023375,2,2026-01-23,1050,1,17.45,0.0844,17.45,1.47,15.98,7.10,3.37,1.13,11.60,4.37,Enterprise,Partner
SO-202601-023376,1,2026-01-05,1032,1,121.22,0.0689,121.22,8.35,112.86,73.82,4.28,7.34,85.43,27.43,Mid-Market,Partner
SO-202601-023377,1,2026-01-18,1008,2,612.70,0.0522,1225.39,63.97,1161.43,913.27,9.90,63.88,987.04,174.38,Mid-Market,Online
SO-202601-023378,1,2026-01-04,1042,2,155.29,0.0683,310.57,21.21,289.36,180.63,5.70,20.83,207.17,82.19,Mid-Market,Direct Sales
SO-202601-023379,1,2026-01-02,1034,5,165.77,0.0468,828.84,38.82,790.01,499.04,8.50,43.45,550.99,239.03,Mid-Market,Online
SO-202601-023380,1,2026-01-06,1033,3,40.19,0.0231,120.58,2.79,117.79,62.77,7.10,6.48,76.35,41.44,Small Business,Online
SO-202601-023380,2,2026-01-06,1047,3,82.27,0.0409,246.81,10.09,236.72,138.56,6.30,13.02,157.88,78.84,Small Business,Online
SO-202601-023380,3,2026-01-06,1013,1,650.50,0.0255,650.50,16.59,633.91,454.63,24.50,34.87,513.99,119.92,Small Business,Online
SO-202601-023381,1,2026-01-07,1041,2,71.92,0.0417,143.84,5.99,137.85,72.52,5.70,7.58,85.81,52.04,Small Business,Online
SO-202601-023382,1,2026-01-28,1036,1,31.45,0.0373,31.45,1.17,30.27,16.23,5.70,2.18,24.11,6.17,Small Business,Direct Sales
SO-202601-023383,1,2026-01-01,1026,2,27.72,0.0248,55.43,1.37,54.06,29.47,6.40,2.97,38.84,15.22,Small Business,Online
SO-202601-023383,2,2026-01-01,1009,2,916.89,0.0338,1833.78,62.00,1771.78,1459.41,9.90,97.45,1566.75,205.03,Small Business,Online
SO-202601-023384,1,2026-01-11,1031,8,144.94,0.0278,1159.51,32.26,1127.25,719.27,10.60,81.16,811.03,316.22,Small Business,Direct Sales
SO-202601-023385,1,2026-01-22,1017,1,971.44,0.0520,971.44,50.48,920.96,717.71,24.50,66.31,808.52,112.43,Mid-Market,Direct Sales
SO-202601-023385,2,2026-01-22,1002,1,1030.97,0.0510,1030.97,52.62,978.35,785.08,8.70,70.44,864.22,114.13,Mid-Market,Direct Sales
SO-202601-023386,1,2026-01-28,1021,2,1127.34,0.0351,2254.67,79.24,2175.43,1685.20,28.00,156.63,1869.83,305.60,Small Business,Direct Sales
SO-202601-023386,2,2026-01-28,1036,1,31.66,0.0390,31.66,1.24,30.42,16.33,5.70,2.19,24.22,6.20,Small Business,Direct Sales
SO-202601-023386,3,2026-01-28,1024,2,122.36,0.0473,244.71,11.57,233.15,139.20,28.00,16.79,183.98,49.16,Small Business,Direct Sales
SO-202601-023387,1,2026-01-22,1013,2,644.72,0.0337,1289.45,43.51,1245.94,901.58,28.00,68.53,998.11,247.83,Small Business,Online
SO-202601-023388,1,2026-01-29,1008,2,616.08,0.0458,1232.16,56.37,1175.79,914.61,9.90,64.67,989.18,186.61,Mid-Market,Online
SO-202601-023389,1,2026-01-03,1001,1,1331.10,0.0314,1331.10,41.81,1289.29,1035.73,8.70,92.83,1137.26,152.03,Small Business,Direct Sales
SO-202601-023390,1,2026-01-30,1025,1,34.95,0.0587,34.95,2.05,32.90,19.69,5.70,1.81,27.20,5.70,Mid-Market,Online
SO-202601-023391,1,2026-01-11,1021,3,1146.62,0.0414,3439.86,142.31,3297.55,2533.01,31.50,237.42,2801.93,495.62,Small Business,Direct Sales
SO-202601-023392,1,2026-01-24,1041,2,69.88,0.0567,139.77,7.93,131.84,71.69,5.70,7.25,84.64,47.20,Mid-Market,Online
SO-202601-023393,1,2026-01-13,1007,1,558.47,0.0431,558.47,24.07,534.40,400.73,8.70,29.39,438.82,95.58,Mid-Market,Online
SO-202601-023394,1,2026-01-25,1042,2,152.96,0.0482,305.91,14.73,291.18,181.80,5.70,20.96,208.46,82.71,Small Business,Direct Sales
SO-202601-023394,2,2026-01-25,1007,3,561.71,0.0389,1685.14,65.50,1619.64,1199.06,11.10,116.61,1326.77,292.87,Small Business,Direct Sales
SO-202601-023395,1,2026-01-30,1048,3,34.79,0.0765,104.38,7.98,96.40,47.84,5.54,5.88,59.26,37.14,Enterprise,Online
SO-202601-023395,2,2026-01-30,1023,1,131.91,0.0768,131.91,10.13,121.79,78.03,21.56,7.43,107.02,14.77,Enterprise,Online
SO-202601-023396,1,2026-01-03,1007,1,563.88,0.0844,563.88,47.59,516.29,403.05,5.74,36.66,445.45,70.84,Enterprise,Partner
SO-202601-023397,1,2026-01-22,1038,3,49.82,0.0669,149.45,10.00,139.45,74.91,6.30,10.04,91.25,48.20,Mid-Market,Direct Sales
SO-202601-023398,1,2026-01-17,1045,1,40.49,0.0266,40.49,1.08,39.42,18.83,5.10,2.17,26.10,13.32,Small Business,Online
SO-202601-023399,1,2026-01-25,1031,3,141.35,0.0483,424.04,20.48,403.57,269.19,5.32,26.23,300.75,102.82,Small Business,Partner
SO-202601-023400,1,2026-01-07,1007,1,568.12,0.0338,568.12,19.19,548.93,402.74,8.70,39.52,450.96,97.97,Small Business,Direct Sales
SO-202601-023401,1,2026-01-01,1014,1,812.93,0.0915,812.93,74.37,738.57,594.85,21.56,57.61,674.02,64.55,Enterprise,Direct Sales
SO-202601-023402,1,2026-01-01,1025,2,34.92,0.0401,69.84,2.80,67.04,39.45,6.40,3.69,49.54,17.50,Small Business,Online
SO-202601-023402,2,2026-01-01,1007,1,571.79,0.0276,571.79,15.76,556.04,403.16,8.70,30.58,442.44,113.60,Small Business,Online
SO-202601-023403,1,2026-01-24,1049,3,100.50,0.0371,301.49,11.19,290.30,168.45,6.30,20.90,195.65,94.64,Small Business,Direct Sales
SO-202601-023404,1,2026-01-01,1047,2,81.22,0.0745,162.44,12.10,150.34,92.90,5.02,9.17,107.09,43.25,Enterprise,Online
SO-202601-023404,2,2026-01-01,1029,1,76.01,0.0736,76.01,5.59,70.42,46.94,5.02,4.30,56.25,14.17,Enterprise,Online
SO-202601-023405,1,2026-01-23,1017,1,979.53,0.0557,979.53,54.57,924.96,715.54,24.50,66.60,806.64,118.32,Mid-Market,Direct Sales
SO-202601-023406,1,2026-01-30,1028,4,252.97,0.0300,1011.90,30.34,981.56,703.62,7.80,70.67,782.09,199.47,Small Business,Direct Sales
SO-202601-023407,1,2026-01-02,1002,2,1024.35,0.0704,2048.71,144.19,1904.51,1562.10,8.71,116.18,1686.98,217.53,Enterprise,Online
SO-202601-023407,2,2026-01-02,1007,2,556.65,0.0708,1113.31,78.87,1034.44,804.26,8.71,63.10,876.07,158.37,Enterprise,Online
SO-202601-023408,1,2026-01-31,1033,10,40.17,0.0276,401.72,11.10,390.62,207.89,12.00,21.48,241.38,149.24,Small Business,Online
SO-202601-023409,1,2026-01-18,1030,2,30.21,0.0281,60.43,1.70,58.73,30.30,6.40,3.23,39.93,18.80,Small Business,Online
SO-202601-023409,2,2026-01-18,1023,1,130.92,0.0310,130.92,4.06,126.85,78.97,24.50,6.98,110.44,16.41,Small Business,Online
SO-202601-023410,1,2026-01-05,1038,2,49.76,0.0463,99.52,4.61,94.91,50.00,4.28,6.17,60.44,34.47,Small Business,Partner
SO-202601-023411,1,2026-01-28,1011,2,1142.99,0.0731,2285.98,167.20,2118.78,1716.28,8.71,129.25,1854.23,264.55,Enterprise,Online
SO-202601-023411,2,2026-01-28,1047,5,80.10,0.0730,400.48,29.22,371.26,231.46,6.60,22.65,260.70,110.55,Enterprise,Online
SO-202601-023412,1,2026-01-01,1047,2,81.44,0.0769,162.87,12.53,150.34,92.32,4.28,9.77,106.37,43.98,Mid-Market,Partner
SO-202601-023412,2,2026-01-01,1030,4,29.92,0.0615,119.68,7.36,112.31,60.64,5.85,7.30,73.79,38.52,Mid-Market,Partner
SO-202601-023413,1,2026-01-15,1041,3,70.22,0.0200,210.67,4.22,206.45,108.98,6.30,11.35,126.63,79.82,Small Business,Online
SO-202601-023413,2,2026-01-15,1017,1,972.93,0.0306,972.93,29.75,943.18,714.86,24.50,51.87,791.24,151.94,Small Business,Online
SO-202601-023414,1,2026-01-22,1045,4,40.34,0.0546,161.36,8.81,152.56,74.57,6.90,8.39,89.86,62.70,Mid-Market,Online
SO-202601-023415,1,2026-01-14,1035,8,22.42,0.0670,179.36,12.02,167.34,88.17,9.33,10.21,107.71,59.64,Enterprise,Online
SO-202601-023415,2,2026-01-14,1025,2,34.81,0.0764,69.63,5.32,64.30,39.02,5.63,3.92,48.58,15.73,Enterprise,Online
SO-202601-023415,3,2026-01-14,1007,1,561.02,0.0660,561.02,37.01,524.01,399.61,7.66,31.96,439.23,84.78,Enterprise,Online
